File_Name,Variant,Raw_OCR,Final_Plate,Conf_0to1,Score,Casts,StructScore,AnchorBonus
427.png,RAW,"""RJ45CT3790",RJ45CT3790,0.976315,1.136973,0,1.0,0.15
428.png,RAW,RJ07CD5141,RJ07CD5141,0.951061,1.123084,0,1.0,0.15
429.png,RAW,RJ45CE2714,RJ45CE2714,0.993905,1.146648,0,1.0,0.15
430.png,RAW,RJ06CC2305,RJ06CC2305,0.934863,1.114175,0,1.0,0.15
434.png,RAW,RJ14 CA9656,RJ14CA9656,0.957011,1.126356,0,1.0,0.15
435.png,RAW,RJ14VC5878,RJ14VC5878,0.972096,1.134653,0,1.0,0.15
436.png,RAW,RJ14 CN 2137,RJ14CN2137,0.991325,1.145229,0,1.0,0.15
437.png,RAW,RJ45CU8299,RJ45CU8299,0.990088,1.144549,0,1.0,0.15
438.png,RAW,RJ14CT8400,RJ14CT8400,0.988309,1.14357,0,1.0,0.15
440.png,RAW,RJ14WC6764,RJ14WC6764,0.943907,1.119149,0,1.0,0.15
441.png,RAW,RJ14NC3343,RJ14NC3343,0.972184,1.134701,0,1.0,0.15
442.png,RAW,RJ45CD8518,RJ45CD8518,0.978123,1.137968,0,1.0,0.15
443.png,RAW,RJ14UJ0242,RJ14UJ0242,0.980383,1.139211,0,1.0,0.15
444.png,RAW,RJ45CD2364,RJ45CD2364,0.98943,1.144187,0,1.0,0.15
445.png,RAW,RJ45CD2266,RJ45CD2266,0.979181,1.138549,0,1.0,0.15
448.png,RAW,RJ14QC5546,RJ14QC5546,0.949697,1.122333,0,1.0,0.15
449.png,RAW,RJ14CF7683,RJ14CF7683,0.987723,1.143248,0,1.0,0.15
450.png,RAW,"""RJ45CS4085",RJ45CS4085,0.935389,1.114464,0,1.0,0.15
451.png,RAW,RJ14NC5923,RJ14NC5923,0.986351,1.142493,0,1.0,0.15
452.png,RAW,RJ45CJ7465,RJ45CJ7465,0.992598,1.145929,0,1.0,0.15
453.png,RAW,RJ45CJ7465,RJ45CJ7465,0.991475,1.145311,0,1.0,0.15
454.png,RAW,RJ45CT9803,RJ45CT9803,0.987818,1.1433,0,1.0,0.15
455.png,RAW,RJ45CT1436,RJ45CT1436,0.986606,1.142633,0,1.0,0.15
456.png,RAW,RJ14ZC6072,RJ14ZC6072,0.996926,1.148309,0,1.0,0.15
457.png,RAW,RJ45CD2368,RJ45CD2368,0.958502,1.127176,0,1.0,0.15
458.png,RAW,RJ23CF0191,RJ23CF0191,0.985954,1.142275,0,1.0,0.15
459.png,RAW,RJ14CG3680,RJ14CG3680,0.96335,1.129843,0,1.0,0.15
460.png,RAW,RJ23CF0191,RJ23CF0191,0.985954,1.142275,0,1.0,0.15
461.png,RAW,RJ14CW1676,RJ14CW1676,0.980737,1.139406,0,1.0,0.15
462.png,RAW,RJ45CG9447,RJ45CG9447,0.9795,1.138725,0,1.0,0.15
463.png,RAW,RJ14CT1008,RJ14CT1008,0.989094,1.144001,0,1.0,0.15
464.png,RAW,RJ14CG4816,RJ14CG4816,0.980457,1.139251,0,1.0,0.15
466.png,RAW,Rj14CX1444,RJ14CX1444,0.836406,1.060023,0,1.0,0.15
468.png,RAW,RJ14CY9956,RJ14CY9956,0.980236,1.13913,0,1.0,0.15
469.png,RAW,RJ14UB 3506,RJ14UB3506,0.951711,1.123441,0,1.0,0.15
470.png,RAW,RJ14 CN 9542,RJ14CN9542,0.961163,1.128639,0,1.0,0.15
471.png,RAW,RJ45CA3018,RJ45CA3018,0.99386,1.146623,0,1.0,0.15
472.png,RAW,RJ45CA3018,RJ45CA3018,0.994124,1.146768,0,1.0,0.15
473.png,RAW,SRJ45CD2088,RJ45CD2088,0.931651,1.112408,0,1.0,0.15
475.png,RAW,RJ45CF1106,RJ45CF1106,0.995017,1.147259,0,1.0,0.15
476.png,RAW,RJ14XC6954,RJ14XC6954,0.948006,1.121404,0,1.0,0.15
477.png,RAW,RJ45CF1106,RJ45CF1106,0.995017,1.147259,0,1.0,0.15
478.png,RAW,RJ14XC6954,RJ14XC6954,0.948006,1.121404,0,1.0,0.15
479.png,RAW,RJ14CG7712,RJ14CG7712,0.98829,1.14356,0,1.0,0.15
480.png,RAW,RJ14UE7081,RJ14UE7081,0.967337,1.132035,0,1.0,0.15
482.png,RAW,RJ45CN2371,RJ45CN2371,0.947229,1.120976,0,1.0,0.15
484.png,RAW,RJ02CB9902,RJ02CB9902,0.897684,1.093726,0,1.0,0.15
485.png,RAW,RJ14CX6658,RJ14CX6658,0.96077,1.128424,0,1.0,0.15
486.png,RAW,RJ27CH0374,RJ27CH0374,0.967727,1.13225,0,1.0,0.15
487.png,RAW,RJ14UD1659,RJ14UD1659,0.991349,1.145242,0,1.0,0.15
488.png,RAW,RJ14UD1659,RJ14UD1659,0.991349,1.145242,0,1.0,0.15
489.png,RAW,RJ14UJ2908,RJ14UJ2908,0.993163,1.146239,0,1.0,0.15
490.png,RAW,RJ45CH7489,RJ45CH7489,0.996181,1.1479,0,1.0,0.15
491.png,RAW, PINK CITY HON,RJP1NKC1TY,0.922807,0.737544,2,0.6,0.0
493.png,RAW,RJ45CF6659,RJ45CF6659,0.990781,1.144929,0,1.0,0.15
495.png,RAW,RJ45CK8999,RJ45CK8999,0.994227,1.146825,0,1.0,0.15
499.png,RAW,RJ14NC8821,RJ14NC8821,0.930286,1.111657,0,1.0,0.15
500.png,RAW,RJ45CL8141,RJ45CL8141,0.989889,1.144439,0,1.0,0.15
501.png,RAW,RJ45CP5152,RJ45CP5152,0.987538,1.143146,0,1.0,0.15
504.png,RAW,RJ45CJ6596,RJ45CJ6596,0.988158,1.143487,0,1.0,0.15
505.png,RAW,RJ45CJ4318,RJ45CJ4318,0.994735,1.147104,0,1.0,0.15
506.png,RAW,RJ14CZ8472,RJ14CZ8472,0.992812,1.146046,0,1.0,0.15
507.png,RAW,RJ45CE4794,RJ45CE4794,0.951564,1.12336,0,1.0,0.15
510.png,RAW,RJ45CN8319,RJ45CN8319,0.991529,1.145341,0,1.0,0.15
511.png,RAW,RJ14CX3214,RJ14CX3214,0.96952,1.133236,0,1.0,0.15
513.png,RAW,RJ01CB9722,RJ01CB9722,0.908326,1.09958,0,1.0,0.15
514.png,RAW,RJ14CM0432,RJ14CM0432,0.966954,1.131825,0,1.0,0.15
515.png,RAW,RJ19CE6441,RJ19CE6441,0.988982,1.14394,0,1.0,0.15
516.png,RAW,RJ14YC6644,RJ14YC6644,0.981342,1.139738,0,1.0,0.15
517.png,RAW,RJ45CS7817,RJ45CS7817,0.986876,1.142782,0,1.0,0.15
519.png,RAW,RJ45CL7767,RJ45CL7767,0.988055,1.14343,0,1.0,0.15
520.png,RAW,RJ14CP8198,RJ14CP8198,0.996423,1.148032,0,1.0,0.15
521.png,RAW,RJ14LC2878,RJ14LC2878,0.992085,1.145646,0,1.0,0.15
522.png,RAW,RJ41CA2238,RJ41CA2238,0.950902,1.122996,0,1.0,0.15
523.png,RAW,RJ45CH8643,RJ45CH8643,0.987877,1.143332,0,1.0,0.15
524.png,RAW,RJ14CZ1668,RJ14CZ1668,0.978608,1.138234,0,1.0,0.15
525.png,RAW,RJ14VC4128,RJ14VC4128,0.985033,1.141768,0,1.0,0.15
527.png,RAW,RJ14LC2314,RJ14LC2314,0.974539,1.135996,0,1.0,0.15
528.png,RAW,RJ45CU4981,RJ45CU4981,0.991119,1.145116,0,1.0,0.15
529.png,RAW,RJ14VC1266,RJ14VC1266,0.984444,1.141444,0,1.0,0.15
530.png,RAW,RJ14CY2654,RJ14CY2654,0.990094,1.144552,0,1.0,0.15
531.png,RAW,RJ14CT4301,RJ14CT4301,0.983361,1.140849,0,1.0,0.15
532.png,RAW,RJ14HC9782,RJ14HC9782,0.929482,1.111215,0,1.0,0.15
534.png,RAW,RJ14HC9782,RJ14HC9782,0.891639,1.090401,0,1.0,0.15
535.png,RAW,RJ14LC3054,RJ14LC3054,0.97178,1.134479,0,1.0,0.15
536.png,RAW,RJ14AC7430,RJ14AC7430,0.98423,1.141327,0,1.0,0.15
537.png,RAW,RJ14YC7453,RJ14YC7453,0.972239,1.134732,0,1.0,0.15
538.png,RAW,RJ14C03299,RJ14CQ3299,0.93834,1.076087,2,1.0,0.15
539.png,RAW,RJ45CD4723,RJ45CD4723,0.992863,1.146075,0,1.0,0.15
540.png,RAW,RJ14CR4952,RJ14CR4952,0.988967,1.143932,0,1.0,0.15
541.png,RAW,-RJ03CA8807,RJ03CA8807,0.930773,1.111925,0,1.0,0.15
542.png,RAW,-RJ14WC0195,RJ14WC0195,0.940537,1.117296,0,1.0,0.15
544.png,RAW,RJ14CT9149,RJ14CT9149,0.979355,1.138645,0,1.0,0.15
546.png,RAW,2566,RJ25660000,0.997024,0.908363,0,0.8,0.0
548.png,RAW,2566,RJ25660000,0.997024,0.908363,0,0.8,0.0
549.png,RAW,~RJ45CT4817,RJ45CT4817,0.969476,1.133212,0,1.0,0.15
551.png,RAW,RJ45CE8988,RJ45CE8988,0.990299,1.144665,0,1.0,0.15
554.png,RAW,RJ45CF9239,RJ45CF9239,0.995043,1.147273,0,1.0,0.15
555.png,RAW,RJ14XC1470,RJ14XC1470,0.989446,1.144195,0,1.0,0.15
556.png,RAW,RJ19CE1032,RJ19CE1032,0.991394,1.145267,0,1.0,0.15
557.png,RAW,RJ14WC2203,RJ14WC2203,0.936208,1.114915,0,1.0,0.15
558.png,RAW,-RJ45CS5230,RJ45CS5230,0.947234,1.120979,0,1.0,0.15
559.png,RAW,RJ45CK0487,RJ45CK0487,0.990802,1.144941,0,1.0,0.15
560.png,RAW,7291,RJ729I0000,0.999426,0.934684,1,0.9,0.0
561.png,RAW,RJ14CU8301,RJ14CU8301,0.974057,1.135731,0,1.0,0.15
563.png,RAW,RJ40UA1802,RJ40UA1802,0.986936,1.142815,0,1.0,0.15
564.png,RAW,RJ14WC9272,RJ14WC9272,0.980953,1.139524,0,1.0,0.15
566.png,RAW,RJ45CS0638,RJ45CS0638,0.975953,1.136774,0,1.0,0.15
568.png,RAW,RJ14CL8997,RJ14CL8997,0.991714,1.145443,0,1.0,0.15
569.png,RAW,RJ14UG9738,RJ14UG9738,0.985544,1.142049,0,1.0,0.15
570.png,RAW,RJ04CA7197,RJ04CA7197,0.979531,1.138742,0,1.0,0.15
571.png,RAW,sRJ14ZC8007,RJ14ZC8007,0.910936,1.101015,0,1.0,0.15
573.png,RAW,RJ14UH0436,RJ14UH0436,0.973438,1.135391,0,1.0,0.15
574.png,RAW,RJ14LC4620,RJ14LC4620,0.981259,1.139693,0,1.0,0.15
576.png,RAW,RJ14CU5539,RJ14CU5539,0.965818,1.1312,0,1.0,0.15
577.png,RAW,RJ14CL4005,RJ14CL4005,0.982487,1.140368,0,1.0,0.15
578.png,RAW,RJ45CM4942,RJ45CM4942,0.966193,1.131406,0,1.0,0.15
579.png,RAW,RJ14CM6318,RJ14CM6318,0.990899,1.144994,0,1.0,0.15
580.png,RAW,RJ45 CA 2095,RJ45CA2095,0.952045,1.123625,0,1.0,0.15
581.png,RAW,RJ14XC6684,RJ14XC6684,0.919283,1.105606,0,1.0,0.15
582.png,RAW,RJ14AC7435,RJ14AC7435,0.966022,1.131312,0,1.0,0.15
583.png,RAW,RJ14CQ4852,RJ14CQ4852,0.932564,1.11291,0,1.0,0.15
584.png,RAW,RJ14CH5905,RJ14CH5905,0.996821,1.148252,0,1.0,0.15
585.png,RAW,RJ14CM1812,RJ14CM1812,0.982321,1.140276,0,1.0,0.15
586.png,RAW,RJ14UG4439,RJ14UG4439,0.991601,1.145381,0,1.0,0.15
587.png,RAW,RJ21CA5505,RJ21CA5505,0.983282,1.140805,0,1.0,0.15
588.png,RAW,RJ14YC4911,RJ14YC4911,0.994373,1.146905,0,1.0,0.15
591.png,RAW,RJ18UC0731,RJ18UC0731,0.978954,1.138425,0,1.0,0.15
593.png,RAW,RJ14XC5483,RJ14XC5483,0.981611,1.139886,0,1.0,0.15
594.png,RAW,RJ19-CC-8131,RJ19CC8131,0.922752,1.107514,0,1.0,0.15
595.png,RAW,RJ45CL7121,RJ45CL7121,0.993552,1.146454,0,1.0,0.15
597.png,RAW,RJ14CT6932,RJ14CT6932,0.984151,1.141283,0,1.0,0.15
598.png,RAW,-RJ14CJ2806,RJ14CJ2806,0.947934,1.121364,0,1.0,0.15
60.png,RAW,SRJ45CG8893,RJ45CG8893,0.933021,1.113162,0,1.0,0.15
600.png,RAW,RJ45 CF,RJ45CF0000,0.999114,1.149513,0,1.0,0.15
601.png,RAW,RJ45CE6832,RJ45CE6832,0.996665,1.148166,0,1.0,0.15
602.png,RAW,RJ45CP5873,RJ45CP5873,0.95622,1.125921,0,1.0,0.15
604.png,RAW,RJ14CV6896,RJ14CV6896,0.961555,1.128855,0,1.0,0.15
605.png,RAW,RJ14XC9225,RJ14XC9225,0.954761,1.125119,0,1.0,0.15
607.png,RAW,RJ45CH3180,RJ45CH3180,0.993815,1.146598,0,1.0,0.15
609.png,RAW,RJ20CH0018,RJ20CH0018,0.971115,1.134113,0,1.0,0.15
61.png,RAW,RJ44CA5682,RJ44CA5682,0.992052,1.145628,0,1.0,0.15
610.png,RAW,RJ45CJ0248,RJ45CJ0248,0.98921,1.144066,0,1.0,0.15
613.png,RAW,RJ45CH4066,RJ45CH4066,0.986055,1.14233,0,1.0,0.15
614.png,RAW,-RJ19CJ4588,RJ19CJ4588,0.905028,1.097765,0,1.0,0.15
615.png,RAW,RJ45CH2244,RJ45CH2244,0.931473,1.11231,0,1.0,0.15
616.png,RAW,RJ14WC7432,RJ14WC7432,0.964328,1.13038,0,1.0,0.15
617.png,RAW,RJ14UH6989,RJ14UH6989,0.989439,1.144192,0,1.0,0.15
62.png,RAW,RJ14LC6256,RJ14LC6256,0.956663,1.126165,0,1.0,0.15
620.png,RAW,RJ14YC3368,RJ14YC3368,0.993972,1.146685,0,1.0,0.15
622.png,RAW,RJ14VC5005,RJ14VC5005,0.968918,1.132905,0,1.0,0.15
624.png,RAW,RJ14XC5212,RJ14XC5212,0.983659,1.141013,0,1.0,0.15
625.png,RAW,RJ14CX9884,RJ14CX9884,0.977824,1.137803,0,1.0,0.15
626.png,RAW,RJ45CH4066,RJ45CH4066,0.986055,1.14233,0,1.0,0.15
627.png,RAW,RJ14NC9499,RJ14NC9499,0.988068,1.143437,0,1.0,0.15
628.png,RAW,RJ14NC9499,RJ14NC9499,0.97802,1.137911,0,1.0,0.15
629.png,RAW,RJ45CA3146,RJ45CA3146,0.987288,1.143008,0,1.0,0.15
63.png,RAW,RJ45CL4097,RJ45CL4097,0.988358,1.143597,0,1.0,0.15
630.png,RAW,RJO2CB5825,RJ02CB5825,0.92804,1.090422,1,1.0,0.15
631.png,RAW,RJ45CM2886,RJ45CM2886,0.994969,1.147233,0,1.0,0.15
632.png,RAW,RJ14CP1025,RJ14CP1025,0.854825,1.070154,0,1.0,0.15
633.png,RAW,RJ14YC9793,RJ14YC9793,0.965915,1.131253,0,1.0,0.15
634.png,RAW,RJ32CA6709,RJ32CA6709,0.989564,1.14426,0,1.0,0.15
635.png,RAW,RJ03CB0994,RJ03CB0994,0.948595,1.121727,0,1.0,0.15
636.png,RAW,RJ45CT6204,RJ45CT6204,0.986755,1.142715,0,1.0,0.15
637.png,RAW,RJ14CY6203,RJ14CY6203,0.949051,1.121978,0,1.0,0.15
638.png,RAW,SRJ14CP2973,RJ14CP2973,0.944068,1.119237,0,1.0,0.15
639.png,RAW,RJ45CM4771,RJ45CM4771,0.950677,1.122872,0,1.0,0.15
64.png,RAW,RJ14CY5251,RJ14CY5251,0.934578,1.114018,0,1.0,0.15
640.png,RAW,RJ14XC2773,RJ14XC2773,0.960314,1.128173,0,1.0,0.15
641.png,RAW,RJ14UE7301,RJ14UE7301,0.989424,1.144183,0,1.0,0.15
642.png,RAW,RJ45CR5880,RJ45CR5880,0.975065,1.136286,0,1.0,0.15
643.png,RAW,RJ14CT3041,RJ14CT3041,0.961092,1.128601,0,1.0,0.15
644.png,RAW,RJ45CU0891,RJ45CU0891,0.979352,1.138644,0,1.0,0.15
645.png,RAW,RJ45CJ8382,RJ45CJ8382,0.994084,1.146746,0,1.0,0.15
646.png,RAW,RJ45CM2647,RJ45CM2647,0.918816,1.105349,0,1.0,0.15
647.png,RAW,RJ45CK8330,RJ45CK8330,0.990818,1.14495,0,1.0,0.15
648.png,RAW,RJ14WC0885,RJ14WC0885,0.868236,1.07753,0,1.0,0.15
649.png,RAW,RJ14AC3937,RJ14AC3937,0.981932,1.140063,0,1.0,0.15
65.png,RAW,ERJ45C03586,RJ45CQ3586,0.925573,1.069065,2,1.0,0.15
650.png,RAW,FRJ01CC7603,RJ01CC7603,0.931021,1.112062,0,1.0,0.15
651.png,RAW,RJ20CF9232,RJ20CF9232,0.983703,1.141037,0,1.0,0.15
652.png,RAW,RJ14XC1164,RJ14XC1164,0.953476,1.124412,0,1.0,0.15
653.png,RAW,RJ45CT4169,RJ45CT4169,0.991554,1.145355,0,1.0,0.15
654.png,RAW,RJ19CH8577,RJ19CH8577,0.988097,1.143454,0,1.0,0.15
655.png,RAW,RJ14 CG4303,RJ14CG4303,0.942649,1.118457,0,1.0,0.15
656.png,RAW,RJ45CM0383,RJ45CM0383,0.964417,1.130429,0,1.0,0.15
657.png,RAW,RJ45CP7980,RJ45CP7980,0.991006,1.145053,0,1.0,0.15
658.png,RAW,RJ45CL6649,RJ45CL6649,0.987851,1.143318,0,1.0,0.15
659.png,RAW,RJ18CB4911,RJ18CB4911,0.983388,1.140863,0,1.0,0.15
66.png,RAW,RJ45CN1428,RJ45CN1428,0.982043,1.140124,0,1.0,0.15
660.png,RAW,PRJ140C2077,RJ14QC2077,0.891804,1.050492,2,1.0,0.15
661.png,RAW,FRJ45CH6201,RJ45CH6201,0.964886,1.130687,0,1.0,0.15
662.png,RAW,RJ45CJ6185,RJ45CJ6185,0.990671,1.144869,0,1.0,0.15
663.png,RAW,RJ45CT9942,RJ45CT9942,0.990964,1.14503,0,1.0,0.15
664.png,RAW,-RJ45CT7135,RJ45CT7135,0.945202,1.119861,0,1.0,0.15
665.png,RAW,RJ14AC5894,RJ14AC5894,0.987949,1.143372,0,1.0,0.15
666.png,RAW,RJ45CF7325,RJ45CF7325,0.983634,1.140999,0,1.0,0.15
668.png,RAW,RJ14CM2185,RJ14CM2185,0.95748,1.126614,0,1.0,0.15
669.png,RAW,-RJ14UH4783,RJ14UH4783,0.94458,1.119519,0,1.0,0.15
67.png,RAW,RJ27CF1140,RJ27CF1140,0.990651,1.144858,0,1.0,0.15
670.png,RAW,RJ14CG3958,RJ14CG3958,0.904751,1.097613,0,1.0,0.15
671.png,RAW,-RJ14C02563,RJ14CQ2563,0.876576,1.042117,2,1.0,0.15
672.png,RAW,RJ14AC3436,RJ14AC3436,0.984934,1.141714,0,1.0,0.15
673.png,RAW,RJ14CX6736,RJ14CX6736,0.969012,1.132956,0,1.0,0.15
674.png,RAW,RJ45CR1777,RJ45CR1777,0.991227,1.145175,0,1.0,0.15
675.png,RAW,RJ45CE7429,RJ45CE7429,0.99634,1.147987,0,1.0,0.15
676.png,RAW,RJ14CA4739,RJ14CA4739,0.992606,1.145933,0,1.0,0.15
677.png,RAW,~RJ45CR1451,RJ45CR1451,0.930311,1.111671,0,1.0,0.15
678.png,RAW,RJ42CA1091,RJ42CA1091,0.991325,1.145229,0,1.0,0.15
68.png,RAW,FRJ14CB5169,RJ14CB5169,0.91203,1.101617,0,1.0,0.15
680.png,RAW,FRJ45CG8948,RJ45CG8948,0.92535,1.108942,0,1.0,0.15
681.png,RAW,RJ45CD5488,RJ45CD5488,0.911593,1.101376,0,1.0,0.15
682.png,RAW,7459,RJ74S90000,0.998788,0.934333,1,0.9,0.0
683.png,RAW,RJ14YC1606,RJ14YC1606,0.985675,1.142121,0,1.0,0.15
684.png,RAW,RJ14 CD 7879,RJ14CD7879,0.917567,1.104662,0,1.0,0.15
685.png,RAW,RJ45CD9304,RJ45CD9304,0.983589,1.140974,0,1.0,0.15
687.png,RAW,"""RJ14UE5517",RJ14UE5517,0.951689,1.123429,0,1.0,0.15
688.png,RAW,RJ14YC7682,RJ14YC7682,0.989778,1.144378,0,1.0,0.15
689.png,RAW,RJ14CY0301,RJ14CY0301,0.973955,1.135675,0,1.0,0.15
69.png,RAW,RJ14CE8303,RJ14CE8303,0.936582,1.11512,0,1.0,0.15
690.png,RAW,-RJ14CX6821,RJ14CX6821,0.921302,1.106716,0,1.0,0.15
691.png,RAW,RJ45CH8269,RJ45CH8269,0.995719,1.147645,0,1.0,0.15
692.png,RAW,RJ45CU3368,RJ45CU3368,0.985175,1.141846,0,1.0,0.15
693.png,RAW,RJ 14 7C 9725,RJ147C9725,0.945722,1.075147,0,0.9,0.15
694.png,RAW,RJ14CV6797,RJ14CV6797,0.955136,1.125325,0,1.0,0.15
695.png,RAW,-RJ14CJ8101,RJ14CJ8101,0.914957,1.103226,0,1.0,0.15
696.png,RAW,RJ14TE3395,RJ14TE3395,0.996455,1.14805,0,1.0,0.15
697.png,RAW,RJ14.7C4090,RJ147C4090,0.955489,1.080519,0,0.9,0.15
698.png,RAW,RJ45CH2533,RJ45CH2533,0.988536,1.143695,0,1.0,0.15
699.png,RAW,RJ14CE_8805,RJ14CE8805,0.881817,1.085,0,1.0,0.15
70.png,RAW,RJ14CL5486,RJ14CL5486,0.993971,1.146684,0,1.0,0.15
701.png,RAW,RJ14CX7671,RJ14CX7671,0.943362,1.118849,0,1.0,0.15
702.png,,,,0,0,0,0,0
703.png,RAW,FRJ14CH6264,RJ14CH6264,0.939385,1.116662,0,1.0,0.15
704.png,RAW,-RJ14UC8718,RJ14UC8718,0.959026,1.127464,0,1.0,0.15
705.png,RAW,FRJ45CL1273,RJ45CL1273,0.929001,1.110951,0,1.0,0.15
706.png,RAW,RJ45CL2546,RJ45CL2546,0.990337,1.144685,0,1.0,0.15
707.png,RAW,FRJ14LC4382,RJ14LC4382,0.96879,1.132835,0,1.0,0.15
709.png,RAW,RJ14YC8239,RJ14YC8239,0.991283,1.145205,0,1.0,0.15
71.png,,,,0,0,0,0,0
710.png,,,,0,0,0,0,0
711.png,RAW,RJ45CD5708,RJ45CD5708,0.996192,1.147906,0,1.0,0.15
712.png,RAW,RJ45CH2533,RJ45CH2533,0.98465,1.141558,0,1.0,0.15
714.png,RAW,RJ14YC7682,RJ14YC7682,0.988487,1.143668,0,1.0,0.15
72.png,RAW,RJ45CN2934,RJ45CN2934,0.993049,1.146177,0,1.0,0.15
74.png,RAW,-RJ45C00611,RJ45CQ0611,0.895722,1.052647,2,1.0,0.15
75.png,RAW,-RJ14079165,RJ14O79165,0.883199,1.020759,1,0.9,0.15
76.png,RAW,RJ45CJ5888,RJ45CJ5888,0.937404,1.115572,0,1.0,0.15
77.png,RAW,RJ45CU5747,RJ45CU5747,0.981585,1.139872,0,1.0,0.15
78.png,RAW,RJ14UL4748,RJ14UL4748,0.952298,1.123764,0,1.0,0.15
80.png,RAW,R.J18CE4818,RJ18CE4818,0.905116,1.097814,0,1.0,0.15
803.png,RAW,RJ14CK1537,RJ14CK1537,0.943563,1.118959,0,1.0,0.15
804.png,RAW,-RJ45CP1891,RJ45CP1891,0.95376,1.124568,0,1.0,0.15
805.png,RAW,FRJ45CS9822,RJ45CS9822,0.918096,1.104953,0,1.0,0.15
807.png,RAW,FRJ47CA3067,RJ47CA3067,0.909747,1.100361,0,1.0,0.15
808.png,RAW,RJ14CY0301,RJ14CY0301,0.981268,1.139697,0,1.0,0.15
809.png,RAW,RJ14CK 5851,RJ14CK5851,0.950458,1.122752,0,1.0,0.15
81.png,RAW,RJ27CD0805,RJ27CD0805,0.986333,1.142483,0,1.0,0.15
810.png,RAW,RJQ1-UA1712,RJ01UA1712,0.898145,1.07398,1,1.0,0.15
811.png,RAW,RJ14UD9814,RJ14UD9814,0.976143,1.136879,0,1.0,0.15
812.png,RAW,RJ45CN3445,RJ45CN3445,0.973165,1.135241,0,1.0,0.15
813.png,RAW,RJ14CT2837,RJ14CT2837,0.981692,1.139931,0,1.0,0.15
814.png,RAW,RJ45CW0091,RJ45CW0091,0.981997,1.140098,0,1.0,0.15
815.png,RAW,RJ02CF1365,RJ02CF1365,0.846288,1.065458,0,1.0,0.15
816.png,RAW,RJ14CE1733,RJ14CE1733,0.987751,1.143263,0,1.0,0.15
817.png,RAW,FRJ45CQ9259,RJ45CQ9259,0.902615,1.096438,0,1.0,0.15
818.png,RAW,RJ45CK8330,RJ45CK8330,0.99246,1.145853,0,1.0,0.15
82.png,RAW,RJ29CA5938,RJ29CA5938,0.986369,1.142503,0,1.0,0.15
820.png,RAW,RJ45CJ6486,RJ45CJ6486,0.965676,1.131122,0,1.0,0.15
821.png,RAW,BOLCZOPAICH.,RJ80LC20PA,0.51091,0.561,4,0.8,0.0
822.png,RAW,FRJ14WC9541,RJ14WC9541,0.923745,1.10806,0,1.0,0.15
823.png,RAW,RJ14CV4657,RJ14CV4657,0.960059,1.128032,0,1.0,0.15
824.png,RAW,RJ14UF 8669,RJ14UF8669,0.939134,1.116524,0,1.0,0.15
825.png,RAW,PRJ15UA1189,RJ15UA1189,0.909719,1.100346,0,1.0,0.15
826.png,RAW,RJ14UH1563,RJ14UH1563,0.982186,1.140202,0,1.0,0.15
827.png,RAW,RJ14CV1914,RJ14CV1914,0.989427,1.144185,0,1.0,0.15
828.png,RAW,RJ07CA5369,RJ07CA5369,0.970505,1.133778,0,1.0,0.15
829.png,RAW,RJ14ZC-9897,RJ14ZC9897,0.944404,1.119422,0,1.0,0.15
83.png,RAW,RJ10CA5546,RJ10CA5546,0.994693,1.147081,0,1.0,0.15
830.png,RAW,RJ45CU7408,RJ45CU7408,0.9339,1.113645,0,1.0,0.15
831.png,RAW,RJ14UG8787,RJ14UG8787,0.982561,1.140409,0,1.0,0.15
832.png,RAW,FRJ40CA7299,RJ40CA7299,0.935833,1.114708,0,1.0,0.15
833.png,RAW,-RJ14CZ8986,RJ14CZ8986,0.922761,1.107519,0,1.0,0.15
834.png,RAW,RJ14CZ5755,RJ14CZ5755,0.950706,1.122888,0,1.0,0.15
835.png,RAW,~RJ14CA9687,RJ14CA9687,0.965706,1.131138,0,1.0,0.15
836.png,RAW,ERJ45CF1633,RJ45CF1633,0.93114,1.112127,0,1.0,0.15
837.png,RAW,RJ45CV6466,RJ45CV6466,0.987392,1.143066,0,1.0,0.15
838.png,RAW,RJ45CV6605,RJ45CV6605,0.985295,1.141912,0,1.0,0.15
839.png,RAW,RJ45CN0022,RJ45CN0022,0.952625,1.123944,0,1.0,0.15
84.png,RAW,RJ44CA2231,RJ44CA2231,0.991165,1.145141,0,1.0,0.15
840.png,RAW,RJ05CC0003,RJ05CC0003,0.939377,1.116658,0,1.0,0.15
841.png,RAW,FRJ14CW9269,RJ14CW9269,0.941656,1.117911,0,1.0,0.15
842.png,RAW,-RJ14CU5690,RJ14CU5690,0.916964,1.10433,0,1.0,0.15
843.png,RAW,RJ45CG77,RJ45CG7700,0.982308,1.140269,0,1.0,0.15
844.png,RAW,RJ14ZC7793,RJ14ZC7793,0.988442,1.143643,0,1.0,0.15
845.png,RAW,-RJ14UE5553,RJ14UE5553,0.955227,1.125375,0,1.0,0.15
846.png,RAW,RJ45CL2546,RJ45CL2546,0.992721,1.145996,0,1.0,0.15
847.png,RAW,RJ 14 CL 0535,RJ14CL0535,0.954891,1.12519,0,1.0,0.15
848.png,RAW,FRJ45C07703,RJ45CQ7703,0.881694,1.044932,2,1.0,0.15
849.png,RAW,RJ45CS4737,RJ45CS4737,0.986093,1.142351,0,1.0,0.15
85.png,RAW,RJ45CL4748,RJ45CL4748,0.968962,1.132929,0,1.0,0.15
850.png,RAW,RJ45CV1494,RJ45CV1494,0.976368,1.137002,0,1.0,0.15
